Date,Temp,Hour-17,Hour-18,Hour-19,Hour-20,Hour-21,Total
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
2024-11-17 21:10:00, 50, 0, 0, 0, 0, 0, 0, , 0
